timestamp,stressor,value,result,success,fallback_used,cpu,mem,prediction,confidence,injected_by_ai
2025-09-03T17:09:19.329716,latency,7777777,15555554,1,0,0,22,1,0.5,1
2025-09-03T17:09:19.441913,none,0,0,1,0,0,22,1,0.5,1
2025-09-03T17:09:19.866044,latency,10,20,1,0,0,22,1,0.5,1
2025-09-03T17:09:20.412629,none,0,0,1,0,0,22,1,0.5,1
2025-09-03T17:09:20.450734,timeout,7777777,11666665.5,1,1,7.5,22,1,0.5,1
2025-09-03T17:09:20.663553,failure,0,0,1,1,2.5,22,1,0.5,1
2025-09-03T17:09:20.914714,latency,-5,-10,1,0,0,22,1,0.5,1
2025-09-03T17:09:20.981418,failure,7777777,11666665.5,1,1,0.8,22,1,0.5,1
2025-09-03T17:09:22.070196,none,1.5,3,1,0,0.8,22,1,0.5,1
2025-09-03T17:09:23.155798,failure,7777777,11666665.5,1,1,0.8,22,1,0.5,1
2025-09-03T17:09:23.597631,latency,10,20,1,0,0,22,1,0.5,1
2025-09-03T17:09:23.696089,none,0,0,1,0,0.8,22,1,0.5,1
2025-09-03T17:09:23.792062,failure,10,15,1,1,0.8,22,1,0.5,1
2025-09-03T17:09:23.818987,none,0,0,1,0,1.7,22.1,1,0.5,1
2025-09-03T17:09:24.374894,latency,10,20,1,0,0,22,1,0.5,1
2025-09-03T17:09:24.925514,failure,1.5,2.25,1,1,0,22,1,0.5,1
2025-09-03T17:09:25.315395,failure,100,150,1,1,0.9,22,1,0.5,1
2025-09-03T17:09:25.353921,failure,7777777,11666665.5,1,1,1.7,22,1,0.5,1
2025-09-03T17:09:25.573724,failure,-5,-7.5,1,1,2.6,22.1,1,0.5,1
2025-09-03T17:09:26.058008,failure,7777777,11666665.5,1,1,0.8,22.1,1,0.5,1
2025-09-03T17:09:26.310984,none,1.5,3,1,0,0.8,22,1,0.5,1
2025-09-03T17:09:26.689626,none,0,0,1,0,0,22,1,0.5,1
2025-09-03T17:09:27.292602,none,0,0,1,0,0.8,22,1,0.5,1
2025-09-03T17:09:27.545655,failure,-5,-7.5,1,1,15,22,1,0.5,1
2025-09-03T17:09:28.624092,failure,-5,-7.5,1,1,1.7,22,1,0.5,1
2025-09-03T17:09:29.276007,latency,-5,-10,1,0,0,22,1,0.5,1
2025-09-03T17:09:29.348207,latency,-5,-10,1,0,0,22,1,0.5,1
2025-09-03T17:09:29.621049,failure,-5,-7.5,1,1,4.3,22,1,0.5,1
2025-09-03T17:09:30.056973,timeout,10,15,1,1,7.2,22,1,0.5,1
2025-09-03T17:09:30.245411,failure,1.5,2.25,1,1,0,22,1,0.5,1
2025-09-03T17:09:30.769488,none,0,0,1,0,0.8,22,1,0.5,1
2025-09-03T17:09:32.321091,none,0,0,1,0,0.8,22.1,1,0.5,1
2025-09-03T17:09:32.665440,latency,-5,-10,1,0,0,22,1,0.5,1
2025-09-03T17:09:32.709350,timeout,10,15,1,1,1.7,22,1,0.5,1
2025-09-03T17:09:32.905378,failure,7777777,11666665.5,1,1,1.7,22,1,0.5,1
2025-09-03T17:09:33.339156,latency,-5,-10,1,0,0,22,1,0.5,1
2025-09-03T17:09:33.639577,failure,1.5,2.25,1,1,0,22.1,1,0.5,1
2025-09-03T17:09:33.991292,failure,1.5,2.25,1,1,0,22.1,1,0.5,1
2025-09-03T17:09:34.020541,failure,0,0,1,1,2.5,22.1,1,0.5,1
2025-09-03T17:09:34.965818,failure,10,15,1,1,0.8,22.1,1,0.5,1
2025-09-03T17:09:35.709607,none,0,0,1,0,0,22,1,0.5,1
2025-09-03T17:09:35.721946,timeout,10,15,1,1,1.7,22.1,1,0.5,1
2025-09-03T17:09:35.796698,latency,7777777,15555554,1,0,0,22.1,1,0.5,1
2025-09-03T17:09:36.116685,failure,1.5,2.25,1,1,2.4,22.1,1,0.5,1
2025-09-03T17:09:36.234432,none,0,0,1,0,0,22,1,0.5,1
2025-09-03T17:09:36.274535,failure,1.5,2.25,1,1,0,22.1,1,0.5,1
2025-09-03T17:09:36.628042,latency,10,20,1,0,0,22.1,1,0.5,1
2025-09-03T17:09:37.218715,none,1.5,3,1,0,0.8,22.2,1,0.5,1
2025-09-03T17:09:38.103336,latency,-5,-10,1,0,0.8,22,1,0.5,1
2025-09-03T17:09:39.202456,failure,0,0,1,1,2.5,22.2,1,0.5,1
2025-09-03T17:09:39.219376,failure,7777777,11666665.5,1,1,2.5,22.2,1,0.5,1
2025-09-03T17:09:39.425252,failure,-5,-7.5,1,1,3.3,22.2,1,0.5,1
2025-09-03T17:09:39.502962,failure,-5,-7.5,1,1,11.7,22.2,1,0.5,1
2025-09-03T17:09:39.893687,none,0,0,1,0,0.8,22.2,1,0.5,1
2025-09-03T17:09:40.030267,failure,7777777,11666665.5,1,1,0.8,22.2,1,0.5,1
2025-09-03T17:09:41.431587,latency,-5,-10,1,0,0.8,22.2,1,0.5,1
2025-09-03T17:09:41.459955,latency,-5,-10,1,0,0,22.2,1,0.5,1
2025-09-03T17:09:41.587013,failure,-5,-7.5,1,1,1.7,22.2,1,0.5,1
2025-09-03T17:09:41.630398,failure,1.5,2.25,1,1,2.5,22.2,1,0.5,1
2025-09-03T17:09:41.647858,latency,7777777,15555554,1,0,0,22.2,1,0.5,1
2025-09-03T17:09:42.241138,none,0,0,1,0,0.8,22.2,1,0.5,1
2025-09-03T17:09:42.600105,failure,-5,-7.5,1,1,3.9,22.2,1,0.5,1
2025-09-03T17:09:43.973020,latency,-5,-10,1,0,0.8,22.2,1,0.5,1
2025-09-03T17:09:44.177239,none,1.5,3,1,0,6.2,22.2,1,0.5,1
2025-09-03T17:09:44.400931,none,1.5,3,1,0,0.8,22.2,1,0.5,1
2025-09-03T17:09:44.947206,latency,-5,-10,1,0,0,22.2,1,0.5,1
2025-09-03T17:09:45.168358,latency,-5,-10,1,0,0.8,22.2,1,0.5,1
2025-09-03T17:09:45.616102,failure,1.5,2.25,1,1,0,22.2,1,0.5,1
2025-09-03T17:09:45.775301,none,1.5,3,1,0,7.8,22.2,1,0.5,1
2025-09-03T17:09:46.239056,failure,7777777,11666665.5,1,1,2.6,22.2,1,0.5,1
2025-09-03T17:09:46.253750,none,1.5,3,1,0,0.8,22.2,1,0.5,1
2025-09-03T17:09:46.279843,latency,7777777,15555554,1,0,0,22.2,1,0.5,1
2025-09-03T17:09:46.576001,failure,1.5,2.25,1,1,0,22.2,1,0.5,1
2025-09-03T17:09:47.089580,none,0,0,1,0,0,22.2,1,0.5,1
2025-09-03T17:09:47.515151,latency,7777777,15555554,1,0,0,22.2,1,0.5,1
2025-09-03T17:09:48.062892,latency,10,20,1,0,0,22.2,1,0.5,1
2025-09-03T17:09:48.982215,none,0,0,1,0,0.8,22.2,1,0.5,1
2025-09-03T17:09:49.202341,none,0,0,1,0,1.7,22.2,1,0.5,1
2025-09-03T17:09:49.396029,failure,0,0,1,1,2.6,22.2,1,0.5,1
2025-09-03T17:09:49.682750,failure,1.5,2.25,1,1,0,22.2,1,0.5,1
2025-09-03T17:09:50.068152,failure,-5,-7.5,1,1,2.5,22.2,1,0.5,1
2025-09-03T17:09:50.250088,failure,7777777,11666665.5,1,1,1.7,22.2,1,0.5,1
2025-09-03T17:09:50.753939,failure,0,0,1,1,2.5,22.2,1,0.5,1
2025-09-03T17:09:51.252070,failure,10,15,1,1,2.5,22.2,1,0.5,1
2025-09-03T17:09:52.039853,latency,-5,-10,1,0,0,22.2,1,0.5,1
2025-09-03T17:09:52.708160,none,0,0,1,0,0.8,22.1,1,0.5,1
2025-09-03T17:09:52.760391,failure,1.5,2.25,1,1,0,22.2,1,0.5,1
2025-09-03T17:09:53.602211,failure,-5,-7.5,1,1,4.3,22.1,1,0.5,1
2025-09-03T17:09:53.624494,none,0,0,1,0,0.8,22.1,1,0.5,1
2025-09-03T17:09:53.780593,failure,1.5,2.25,1,1,0,22.1,1,0.5,1
2025-09-03T17:09:53.892234,failure,1.5,2.25,1,1,3.3,22.1,1,0.5,1
2025-09-03T17:09:53.926474,failure,10,15,1,1,0.8,22.1,1,0.5,1
2025-09-03T17:09:54.533604,failure,-5,-7.5,1,1,1.7,22.1,1,0.5,1
2025-09-03T17:09:55.322092,failure,7777777,11666665.5,1,1,0.8,22.1,1,0.5,1
2025-09-03T17:09:55.639450,none,1.5,3,1,0,16.2,22.2,1,0.5,1
2025-09-03T17:09:55.651489,latency,7777777,15555554,1,0,0,22.1,1,0.5,1
2025-09-03T17:09:56.716067,none,0,0,1,0,0.8,22.2,1,0.5,1
2025-09-03T17:09:56.775297,none,0,0,1,0,1.7,22.2,1,0.5,1
2025-09-03T17:09:57.299694,timeout,7777777,11666665.5,1,1,14,22.2,1,0.5,1
2025-09-03T17:09:57.812859,latency,-5,-10,1,0,0,22.2,1,0.5,1
2025-09-03T17:09:58.242155,none,0,0,1,0,1.7,22.2,1,0.5,1
2025-09-03T17:09:58.671921,failure,-5,-7.5,1,1,3.3,22.2,1,0.5,1
2025-09-03T17:09:58.903316,none,0,0,1,0,1.7,22.3,1,0.5,1
2025-09-03T17:09:59.279317,none,0,0,1,0,1.7,22.3,1,0.5,1
2025-09-03T17:09:59.442694,failure,0,0,1,1,5.2,22.2,1,0.5,1
2025-09-03T17:10:00.132331,failure,7777777,11666665.5,1,1,2.5,22.2,1,0.5,1
2025-09-03T17:10:00.308624,latency,10,20,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:01.138630,failure,7777777,11666665.5,1,1,3.3,22.3,1,0.5,1
2025-09-03T17:10:01.190184,failure,-5,-7.5,1,1,3.3,22.3,1,0.5,1
2025-09-03T17:10:02.126058,failure,0,0,1,1,2.5,22.3,1,0.5,1
2025-09-03T17:10:02.145155,none,0,0,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:02.482767,none,0,0,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:02.570962,timeout,10,15,1,1,1.7,22.3,1,0.5,1
2025-09-03T17:10:02.782643,latency,-5,-10,1,0,0.8,22.3,1,0.5,1
2025-09-03T17:10:02.850094,none,0,0,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:03.383910,latency,-5,-10,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:03.766718,none,0,0,1,0,0.8,22.3,1,0.5,1
2025-09-03T17:10:03.897963,latency,-5,-10,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:03.995276,latency,7777777,15555554,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:04.190064,none,1.5,3,1,0,0.8,22.3,1,0.5,1
2025-09-03T17:10:04.509702,none,0,0,1,0,0.8,22.3,1,0.5,1
2025-09-03T17:10:05.154489,none,1.5,3,1,0,8.9,22.2,1,0.5,1
2025-09-03T17:10:06.074337,none,0,0,1,0,0.8,22.2,1,0.5,1
2025-09-03T17:10:06.420676,latency,-5,-10,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:07.061074,failure,-5,-7.5,1,1,1.7,22.2,1,0.5,1
2025-09-03T17:10:07.134272,latency,-5,-10,1,0,0.8,22.3,1,0.5,1
2025-09-03T17:10:07.157783,failure,-5,-7.5,1,1,2.5,22.3,1,0.5,1
2025-09-03T17:10:07.783713,failure,-5,-7.5,1,1,2.5,22.2,1,0.5,1
2025-09-03T17:10:08.078619,failure,1.5,2.25,1,1,0,22.2,1,0.5,1
2025-09-03T17:10:08.515697,failure,7777777,11666665.5,1,1,1.7,22.3,1,0.5,1
2025-09-03T17:10:08.643555,failure,10,15,1,1,0.8,22.3,1,0.5,1
2025-09-03T17:10:09.043502,none,0,0,1,0,0,22.2,1,0.5,1
2025-09-03T17:10:09.115483,failure,7777777,11666665.5,1,1,0.8,22.3,1,0.5,1
2025-09-03T17:10:09.633320,failure,1.5,2.25,1,1,0,22.1,1,0.5,1
2025-09-03T17:10:09.786920,latency,7777777,15555554,1,0,0,22.1,1,0.5,1
2025-09-03T17:10:10.629672,latency,10,20,1,0,0,22.1,1,0.5,1
2025-09-03T17:10:11.077585,failure,1.5,2.25,1,1,0,22.1,1,0.5,1
2025-09-03T17:10:11.089646,failure,10,15,1,1,0.8,22.1,1,0.5,1
2025-09-03T17:10:11.871137,failure,10,15,1,1,0.8,22,1,0.5,1
2025-09-03T17:10:11.971826,none,1.5,3,1,0,0.8,22.1,1,0.5,1
2025-09-03T17:10:12.510816,failure,1.5,2.25,1,1,0,22,1,0.5,1
2025-09-03T17:10:12.939520,failure,0,0,1,1,3.3,22,1,0.5,1
2025-09-03T17:10:13.306621,latency,-5,-10,1,0,0,22.1,1,0.5,1
2025-09-03T17:10:13.877999,timeout,10,15,1,1,1.7,22.1,1,0.5,1
2025-09-03T17:10:14.225084,latency,10,20,1,0,0,22.1,1,0.5,1
2025-09-03T17:10:15.846660,failure,1.5,2.25,1,1,0,22.1,1,0.5,1
2025-09-03T17:10:15.850374,failure,1.5,2.25,1,1,0,22.1,1,0.5,1
2025-09-03T17:10:15.900236,none,0,0,1,0,0,22.2,1,0.5,1
2025-09-03T17:10:15.906967,failure,-5,-7.5,1,1,4.2,22.1,1,0.5,1
2025-09-03T17:10:16.006784,failure,0,0,1,1,2.5,22.1,1,0.5,1
2025-09-03T17:10:16.346688,failure,1.5,2.25,1,1,0,22.1,1,0.5,1
2025-09-03T17:10:17.995392,failure,1.5,2.25,1,1,1.7,22.2,1,0.5,1
2025-09-03T17:10:18.002978,failure,1.5,2.25,1,1,1.7,22.2,1,0.5,1
2025-09-03T17:10:18.644431,latency,10,20,1,0,0,22.2,1,0.5,1
2025-09-03T17:10:18.725229,latency,7777777,15555554,1,0,0,22.2,1,0.5,1
2025-09-03T17:10:18.958823,failure,7777777,11666665.5,1,1,1.7,22.2,1,0.5,1
2025-09-03T17:10:18.978009,failure,0,0,1,1,2.5,22.2,1,0.5,1
2025-09-03T17:10:19.024507,failure,10,15,1,1,2.5,22.2,1,0.5,1
2025-09-03T17:10:20.189240,none,0,0,1,0,0,22.1,1,0.5,1
2025-09-03T17:10:20.963908,failure,7777777,11666665.5,1,1,0.8,22.1,1,0.5,1
2025-09-03T17:10:22.153281,latency,7777777,15555554,1,0,0,22.1,1,0.5,1
2025-09-03T17:10:22.466613,failure,1.5,2.25,1,1,1.7,22.1,1,0.5,1
2025-09-03T17:10:22.554553,failure,1.5,2.25,1,1,1.7,22.1,1,0.5,1
2025-09-03T17:10:23.191424,timeout,10,15,1,1,1.7,22.2,1,0.5,1
2025-09-03T17:10:23.236187,failure,7777777,11666665.5,1,1,0.8,22.2,1,0.5,1
2025-09-03T17:10:23.471713,failure,1.5,2.25,1,1,0,22.2,1,0.5,1
2025-09-03T17:10:23.503153,none,0,0,1,0,0.9,22.3,1,0.5,1
2025-09-03T17:10:24.054328,none,0,0,1,0,1.7,22.3,1,0.5,1
2025-09-03T17:10:24.062996,failure,1.5,2.25,1,1,0,22.2,1,0.5,1
2025-09-03T17:10:24.537156,latency,-5,-10,1,0,0,22.2,1,0.5,1
2025-09-03T17:10:25.023318,latency,-5,-10,1,0,0.8,22.3,1,0.5,1
2025-09-03T17:10:25.389372,failure,7777777,11666665.5,1,1,1.7,22.3,1,0.5,1
2025-09-03T17:10:26.169593,failure,7777777,11666665.5,1,1,0.8,22.3,1,0.5,1
2025-09-03T17:10:26.290467,failure,0,0,1,1,9.9,22.3,1,0.5,1
2025-09-03T17:10:26.385164,failure,1.5,2.25,1,1,2.5,22.3,1,0.5,1
2025-09-03T17:10:26.671158,failure,1.5,2.25,1,1,1.7,22.3,1,0.5,1
2025-09-03T17:10:26.758587,failure,1.5,2.25,1,1,1.7,22.3,1,0.5,1
2025-09-03T17:10:26.880212,latency,10,20,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:27.266399,latency,10,20,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:27.442312,failure,-5,-7.5,1,1,23.5,22.3,1,0.5,1
2025-09-03T17:10:28.635998,failure,1.5,2.25,1,1,0,22.3,1,0.5,1
2025-09-03T17:10:28.914804,latency,-5,-10,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:29.166423,latency,-5,-10,1,0,0.8,22.3,1,0.5,1
2025-09-03T17:10:29.272420,latency,10,20,1,0,0,22.3,1,0.5,1
2025-09-03T17:10:30.407207,latency,7777777,15555554,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:31.119430,none,10,20,1,0,12.1,22.6,1,0.5,1
2025-09-03T17:10:31.150836,timeout,10,15,1,1,1.7,22.6,1,0.5,1
2025-09-03T17:10:31.857810,timeout,7777777,11666665.5,1,1,5.5,22.6,1,0.5,1
2025-09-03T17:10:31.865264,failure,0,0,1,1,2.5,22.6,1,0.5,1
2025-09-03T17:10:31.870231,timeout,10,15,1,1,6.4,22.6,1,0.5,1
2025-09-03T17:10:32.228724,latency,-5,-10,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:32.282221,timeout,10,15,1,1,1.7,22.6,1,0.5,1
2025-09-03T17:10:33.865699,latency,10,20,1,0,0,22.5,1,0.5,1
2025-09-03T17:10:33.907613,latency,-5,-10,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:34.500395,none,0,0,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:34.933238,latency,-5,-10,1,0,0,22.5,1,0.5,1
2025-09-03T17:10:35.365204,latency,-5,-10,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:35.446000,failure,7777777,11666665.5,1,1,1.7,22.5,1,0.5,1
2025-09-03T17:10:35.477553,failure,-5,-7.5,1,1,1.7,22.5,1,0.5,1
2025-09-03T17:10:35.716500,none,1.5,3,1,0,10.7,22.6,1,0.5,1
2025-09-03T17:10:36.732845,none,0,0,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:36.961575,failure,7777777,11666665.5,1,1,0.8,22.6,1,0.5,1
2025-09-03T17:10:36.975112,latency,10,20,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:37.522885,none,0,0,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:37.765300,none,1.5,3,1,0,0.8,22.6,1,0.5,1
2025-09-03T17:10:38.300890,failure,-5,-7.5,1,1,1.7,22.6,1,0.5,1
2025-09-03T17:10:38.546939,latency,7777777,15555554,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:39.367034,latency,-5,-10,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:39.429667,none,0,0,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:39.808383,latency,7777777,15555554,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:40.297718,failure,7777777,11666665.5,1,1,2.5,22.6,1,0.5,1
2025-09-03T17:10:40.974811,none,0,0,1,0,1.7,22.6,1,0.5,1
2025-09-03T17:10:41.117967,latency,10,20,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:42.236691,failure,7777777,11666665.5,1,1,1.7,22.6,1,0.5,1
2025-09-03T17:10:42.299095,failure,7777777,11666665.5,1,1,2.5,22.6,1,0.5,1
2025-09-03T17:10:42.320389,failure,-5,-7.5,1,1,3.3,22.6,1,0.5,1
2025-09-03T17:10:42.696930,failure,7777777,11666665.5,1,1,0.8,22.6,1,0.5,1
2025-09-03T17:10:42.899683,none,0,0,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:43.101980,none,0,0,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:43.282504,failure,1.5,2.25,1,1,0,22.6,1,0.5,1
2025-09-03T17:10:43.616197,none,1.5,3,1,0,0.8,22.6,1,0.5,1
2025-09-03T17:10:43.714719,none,0,0,1,0,0.8,22.6,1,0.5,1
2025-09-03T17:10:44.025269,failure,7777777,11666665.5,1,1,3.3,22.6,1,0.5,1
2025-09-03T17:10:44.059360,failure,0,0,1,1,4.2,22.6,1,0.5,1
2025-09-03T17:10:45.814974,latency,10,20,1,0,0,22.7,1,0.5,1
2025-09-03T17:10:46.278044,latency,10,20,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:46.584712,failure,0,0,1,1,4,22.7,1,0.5,1
2025-09-03T17:10:46.911149,none,1.5,3,1,0,0.8,22.7,1,0.5,1
2025-09-03T17:10:47.061618,none,0,0,1,0,1.6,22.7,1,0.5,1
2025-09-03T17:10:47.120502,failure,7777777,11666665.5,1,1,0.8,22.7,1,0.5,1
2025-09-03T17:10:47.270077,failure,1.5,2.25,1,1,5.2,22.7,1,0.5,1
2025-09-03T17:10:47.370469,latency,7777777,15555554,1,0,0,22.7,1,0.5,1
2025-09-03T17:10:47.436260,timeout,10,15,1,1,19.2,22.7,1,0.5,1
2025-09-03T17:10:48.400584,failure,0,0,1,1,3.1,22.7,1,0.5,1
2025-09-03T17:10:48.588456,none,0,0,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:48.994065,latency,-5,-10,1,0,0,22.7,1,0.5,1
2025-09-03T17:10:48.997843,latency,10,20,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:49.057659,failure,1.5,2.25,1,1,2.5,22.7,1,0.5,1
2025-09-03T17:10:49.393982,none,0,0,1,0,1.7,22.6,1,0.5,1
2025-09-03T17:10:51.438911,latency,-5,-10,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:51.992941,timeout,10,15,1,1,1.8,22.7,1,0.5,1
2025-09-03T17:10:52.015903,failure,7777777,11666665.5,1,1,1.7,22.7,1,0.5,1
2025-09-03T17:10:52.412870,failure,1.5,2.25,1,1,0,22.7,1,0.5,1
2025-09-03T17:10:53.350607,timeout,10,15,1,1,1.7,22.7,1,0.5,1
2025-09-03T17:10:53.497442,failure,1.5,2.25,1,1,2.5,22.7,1,0.5,1
2025-09-03T17:10:53.952757,latency,-5,-10,1,0,0,22.7,1,0.5,1
2025-09-03T17:10:53.980452,none,0,0,1,0,1.7,22.6,1,0.5,1
2025-09-03T17:10:54.359496,latency,7777777,15555554,1,0,0,22.7,1,0.5,1
2025-09-03T17:10:55.405646,failure,10,15,1,1,0.8,22.6,1,0.5,1
2025-09-03T17:10:56.968726,failure,7777777,11666665.5,1,1,3.3,22.6,1,0.5,1
2025-09-03T17:10:57.041980,failure,-5,-7.5,1,1,1.7,22.6,1,0.5,1
2025-09-03T17:10:57.059959,timeout,10,15,1,1,1.7,22.6,1,0.5,1
2025-09-03T17:10:57.400623,failure,1.5,2.25,1,1,26.2,22.6,1,0.5,1
2025-09-03T17:10:57.764714,failure,1.5,2.25,1,1,1.7,22.6,1,0.5,1
2025-09-03T17:10:57.811573,failure,7777777,11666665.5,1,1,2.5,22.6,1,0.5,1
2025-09-03T17:10:57.814783,failure,-5,-7.5,1,1,1.7,22.6,1,0.5,1
2025-09-03T17:10:58.605360,none,0,0,1,0,0,22.6,1,0.5,1
2025-09-03T17:10:58.612335,failure,10,15,1,1,0.8,22.6,1,0.5,1
2025-09-03T17:10:58.711737,failure,10,15,1,1,0.8,22.6,1,0.5,1
2025-09-03T17:10:59.653420,none,1.5,3,1,0,0.8,22.6,1,0.5,1
2025-09-03T17:11:00.036186,none,0,0,1,0,0,22.6,1,0.5,1
2025-09-03T17:11:00.682235,latency,7777777,15555554,1,0,0,22.6,1,0.5,1
2025-09-03T17:11:00.881860,failure,7777777,11666665.5,1,1,0.8,22.6,1,0.5,1
2025-09-03T17:11:01.402704,timeout,7777777,11666665.5,1,1,4.8,22.6,1,0.5,1
2025-09-03T17:11:02.161647,failure,7777777,11666665.5,1,1,1.6,22.6,1,0.5,1
2025-09-03T17:11:02.871390,failure,7777777,11666665.5,1,1,0.8,22.6,1,0.5,1
2025-09-03T17:11:02.931169,timeout,10,15,1,1,1.7,22.5,1,0.5,1
2025-09-03T17:11:03.053103,failure,10,15,1,1,0.8,22.5,1,0.5,1
2025-09-03T17:11:03.701052,failure,-5,-7.5,1,1,1.7,22.5,1,0.5,1
2025-09-03T17:11:03.747752,latency,10,20,1,0,0,22.7,1,0.5,1
2025-09-03T17:11:03.778456,failure,10,15,1,1,0.8,22.6,1,0.5,1
2025-09-03T17:11:04.589884,latency,10,20,1,0,0,22.7,1,0.5,1
2025-09-03T17:11:05.798873,none,0,0,1,0,0,22.6,1,0.5,1
2025-09-03T17:11:06.021850,latency,10,20,1,0,0,22.7,1,0.5,1
2025-09-03T17:11:06.156946,failure,1.5,2.25,1,1,0,22.7,1,0.5,1
2025-09-03T17:11:07.708089,failure,-5,-7.5,1,1,1.7,22.6,1,0.5,1
2025-09-03T17:11:07.746135,failure,7777777,11666665.5,1,1,1.7,22.6,1,0.5,1
2025-09-03T17:11:07.966060,none,0,0,1,0,0.8,22.6,1,0.5,1
2025-09-03T17:11:08.245188,timeout,10,15,1,1,1.7,22.6,1,0.5,1
2025-09-03T17:11:08.763027,latency,-5,-10,1,0,0,22.6,1,0.5,1
2025-09-03T17:11:09.446083,failure,0,0,1,1,4.7,22.6,1,0.5,1
2025-09-03T17:11:09.814066,latency,10,20,1,0,0,22.7,1,0.5,1
2025-09-03T17:11:10.316570,failure,1.5,2.25,1,1,2.5,22.7,1,0.5,1
2025-09-03T17:11:11.171371,failure,10,15,1,1,0.8,22.7,1,0.5,1
2025-09-03T17:11:11.625069,latency,-5,-10,1,0,0.8,22.9,1,0.5,1
2025-09-03T17:11:11.636952,none,0,0,1,0,0,22.9,1,0.5,1
2025-09-03T17:11:11.669261,latency,10,20,1,0,0,22.7,1,0.5,1
2025-09-03T17:11:11.981551,latency,-5,-10,1,0,0.8,22.7,1,0.5,1
2025-09-03T17:11:12.505864,latency,-5,-10,1,0,0.8,22.9,1,0.5,1
2025-09-03T17:11:12.846699,latency,7777777,15555554,1,0,0,22.9,1,0.5,1
2025-09-03T17:11:14.084086,failure,0,0,1,1,10.3,22.9,1,0.5,1
2025-09-03T17:11:14.219614,latency,10,20,1,0,0,22.9,1,0.5,1
2025-09-03T17:11:14.566828,none,0,0,1,0,0.8,23,1,0.5,1
2025-09-03T17:11:15.195111,latency,10,20,1,0,0,23,1,0.5,1
2025-09-03T17:11:15.493812,latency,10,20,1,0,0,23,1,0.5,1
2025-09-03T17:11:16.105556,latency,-5,-10,1,0,0,23,1,0.5,1
2025-09-03T17:11:16.274965,failure,-5,-7.5,1,1,1.7,23,1,0.5,1
2025-09-03T17:11:16.362704,none,0,0,1,0,1.7,23,1,0.5,1
2025-09-03T17:11:17.021355,latency,10,20,1,0,0,23,1,0.5,1
2025-09-03T17:11:17.211328,none,1.5,3,1,0,0.8,23,1,0.5,1
2025-09-03T17:11:17.430103,none,0,0,1,0,0,23,1,0.5,1
2025-09-03T17:11:19.043952,failure,7777777,11666665.5,1,1,2.5,23,1,0.5,1
2025-09-03T17:11:19.371851,latency,10,20,1,0,0,23,1,0.5,1
2025-09-03T17:11:20.370485,failure,-5,-7.5,1,1,6.3,23,1,0.5,1
2025-09-03T17:11:20.972687,timeout,10,15,1,1,1.7,23,1,0.5,1
2025-09-03T17:11:20.996352,failure,1.5,2.25,1,1,1.7,23,1,0.5,1
2025-09-03T17:11:22.103474,latency,-5,-10,1,0,0,23,1,0.5,1
2025-09-03T17:11:22.350984,latency,-5,-10,1,0,0.8,23,1,0.5,1
2025-09-03T17:11:22.452252,latency,7777777,15555554,1,0,0,23,1,0.5,1
2025-09-03T17:11:23.456482,failure,10,15,1,1,5.8,23,1,0.5,1
2025-09-03T17:11:23.928655,latency,-5,-10,1,0,0.8,23.1,1,0.5,1
2025-09-03T17:11:24.222398,none,0,0,1,0,1.7,23.1,1,0.5,1
2025-09-03T17:11:24.245447,latency,-5,-10,1,0,0,23,1,0.5,1
2025-09-03T17:11:24.305952,latency,7777777,15555554,1,0,0,22.9,1,0.5,1
2025-09-03T17:11:24.312431,latency,10,20,1,0,0,23.1,1,0.5,1
2025-09-03T17:11:25.276621,failure,10,15,1,1,0.8,23.1,1,0.5,1
2025-09-03T17:11:26.186142,latency,7777777,15555554,1,0,0,23.1,1,0.5,1
2025-09-03T17:11:26.489388,none,1.5,3,1,0,5.7,23,1,0.5,1
